Time (s),Accel_x (m2/s),Accel_y (m2/s),Accel_z (m2/s),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
32.53,0.00,0.12,109.18,300.01,0.0,0.0,70.62,12.99,-81.52,-59.45
32.57,0.00,1.35,109.18,300.01,0.0,0.0,70.62,12.44,-62.68,-42.57
32.61,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.57,-19.98,-21.79
32.65,0.00,1.35,109.18,300.01,0.0,0.0,71.11,12.77,-77.75,-59.45
32.69,0.00,1.35,109.18,300.01,0.0,0.0,63.32,6.76,11.42,21.06
32.73,0.00,0.12,109.18,300.01,0.0,0.0,70.30,12.77,-81.52,-60.75
32.77,0.00,1.35,109.18,300.01,0.0,0.0,70.62,12.44,-66.45,-46.47
32.81,0.00,1.35,109.18,300.01,0.0,0.0,61.62,6.10,-11.19,-14.00
32.85,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.88,-75.24,-58.16
32.89,0.00,1.35,109.18,300.01,0.0,0.0,62.04,5.83,15.18,19.77
32.93,0.00,0.12,109.18,300.01,0.0,0.0,70.94,13.11,-81.52,-59.45
32.97,0.00,1.35,109.18,300.01,0.0,0.0,70.30,11.89,-55.15,-34.78
33.01,0.00,1.35,109.18,300.01,0.0,0.0,63.46,7.71,-36.31,-36.08
33.05,0.00,1.35,109.18,300.01,0.0,0.0,71.43,12.88,-76.50,-59.45
33.09,0.00,0.12,109.18,300.01,0.0,0.0,62.46,6.10,13.93,19.77
33.13,0.00,0.12,109.18,300.01,0.0,0.0,71.11,13.11,-81.52,-60.75
33.17,0.00,1.35,109.18,300.01,0.0,0.0,70.62,12.33,-60.17,-38.68
33.21,0.00,1.35,109.18,300.01,0.0,0.0,62.75,7.04,-28.77,-29.58
33.25,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.88,-77.75,-60.75
33.29,0.00,1.35,109.18,300.01,0.0,0.0,63.03,6.47,12.67,19.77
33.33,0.00,0.12,109.18,300.01,0.0,0.0,70.78,12.99,-81.52,-60.75
33.37,0.00,1.35,109.18,300.01,0.0,0.0,70.78,12.44,-65.19,-43.87
33.41,0.00,1.35,109.18,300.01,0.0,0.0,62.04,6.47,-17.47,-20.49
33.45,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.88,-77.75,-60.75
33.49,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.92,13.93,18.47
33.53,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-80.26,-60.75
33.57,0.00,1.35,109.18,300.01,0.0,0.0,69.81,11.57,-52.64,-32.18
33.61,0.00,1.35,109.18,300.01,0.0,0.0,64.04,8.10,-41.33,-41.27
33.65,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.88,-76.50,-59.45
33.69,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.01,13.93,18.47
33.73,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-81.52,-59.45
33.77,0.00,1.35,109.18,300.01,0.0,0.0,70.30,12.00,-56.40,-36.08
33.81,79.07,0.12,-138.44,300.01,0.0,0.0,63.32,7.61,-35.05,-34.78
33.85,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.88,-77.75,-59.45
33.89,0.00,1.35,109.18,300.01,0.0,0.0,62.75,6.29,11.42,18.47
33.93,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-81.52,-59.45
33.97,0.00,0.12,109.18,300.01,0.0,0.0,70.62,12.33,-60.17,-39.97
34.01,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.85,-25.01,-25.69
34.05,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.88,-77.75,-59.45
34.09,0.00,1.35,109.18,300.01,0.0,0.0,63.18,6.57,11.42,19.77
34.13,0.00,0.12,109.18,300.01,0.0,0.0,70.78,12.88,-79.01,-58.16
34.17,0.00,1.35,109.18,300.01,0.0,0.0,69.34,11.25,-46.36,-24.39
34.21,0.00,1.35,109.18,300.01,0.0,0.0,64.92,8.88,-50.12,-45.17
34.25,0.56,-127.49,2.53,300.01,0.0,0.0,71.11,12.77,-75.24,-58.16
34.29,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,13.93,18.47
34.33,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-80.26,-59.45
34.37,0.00,1.35,109.18,300.01,0.0,0.0,69.81,11.68,-53.89,-33.48
34.41,0.00,1.35,109.18,300.01,0.0,0.0,63.90,8.10,-41.33,-39.97
34.45,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.77,-76.50,-59.45
34.49,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.01,13.93,19.77
34.53,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-81.52,-59.45
34.57,0.00,1.35,109.18,300.01,0.0,0.0,70.30,12.00,-56.40,-36.08
34.61,144.04,0.12,-133.54,300.01,0.0,0.0,63.18,7.52,-33.80,-33.48
34.65,7.66,0.00,-156.83,300.01,0.0,0.0,71.27,12.88,-76.50,-59.45
34.69,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.20,12.67,19.77
34.73,0.00,0.12,109.18,300.01,0.0,0.0,70.78,12.99,-81.52,-59.45
34.77,0.00,1.35,109.18,300.01,0.0,0.0,68.86,10.83,-37.56,-15.30
34.81,0.00,1.35,109.18,300.01,0.0,0.0,65.66,9.49,-55.15,-47.77
34.85,0.01,0.00,118.98,300.01,0.0,0.0,71.11,12.66,-75.24,-58.16
34.89,0.12,-46.46,109.18,300.01,0.0,0.0,61.76,5.73,15.18,19.77
34.93,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.88,-80.26,-59.45
34.97,0.00,0.12,109.18,300.01,0.0,0.0,69.34,11.25,-46.36,-24.39
35.01,0.00,1.35,109.18,300.01,0.0,0.0,64.77,8.78,-50.12,-45.17
35.05,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.77,-75.24,-59.45
35.09,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,15.18,19.77
35.13,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-80.26,-59.45
35.17,0.00,1.35,109.18,300.01,0.0,0.0,69.97,11.68,-52.64,-33.48
35.21,0.00,1.35,109.18,300.01,0.0,0.0,64.04,8.10,-41.33,-41.27
35.25,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.77,-76.50,-59.45
35.29,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.01,13.93,18.47
35.33,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-81.52,-60.75
35.37,0.00,1.35,109.18,300.01,0.0,0.0,70.46,12.11,-57.66,-37.38
35.41,0.00,1.35,109.18,300.01,0.0,0.0,66.71,10.10,-60.17,-51.66
35.45,0.00,1.35,109.18,300.01,0.0,0.0,71.11,12.66,-75.24,-59.45
35.49,0.00,1.35,109.18,300.01,0.0,0.0,61.76,5.83,13.93,18.47
35.53,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-80.26,-59.45
35.57,0.00,1.35,109.18,300.01,0.0,0.0,69.02,10.93,-38.82,-16.60
35.61,0.00,1.35,109.18,300.01,0.0,0.0,65.51,9.28,-53.89,-47.77
35.65,0.46,-127.49,2.53,300.01,0.0,0.0,71.27,12.77,-76.50,-59.45
35.69,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,13.93,18.47
35.73,0.00,0.12,109.18,300.01,0.0,0.0,71.11,12.99,-81.52,-60.75
35.77,0.00,1.35,109.18,300.01,0.0,0.0,69.50,11.25,-47.61,-25.69
35.81,0.00,1.35,109.18,300.01,0.0,0.0,65.06,8.78,-51.38,-46.47
35.85,0.00,1.35,109.18,300.01,0.0,0.0,71.43,12.88,-76.50,-59.45
35.89,0.00,1.35,109.18,300.01,0.0,0.0,62.04,5.92,13.93,18.47
35.93,0.00,0.12,109.18,300.01,0.0,0.0,71.11,13.11,-81.52,-60.75
35.97,0.00,1.35,109.18,300.01,0.0,0.0,69.97,11.68,-53.89,-34.78
36.01,0.00,1.35,109.18,300.01,0.0,0.0,64.04,8.00,-41.33,-41.27
36.05,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.77,-76.50,-59.45
36.09,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,12.67,17.17
36.13,0.00,0.12,109.18,300.01,0.0,0.0,71.27,12.99,-81.52,-62.05
36.17,0.00,0.12,109.18,300.01,0.0,0.0,68.71,10.72,-30.03,-8.81
36.21,0.00,1.35,109.18,300.01,0.0,0.0,66.71,10.20,-62.68,-54.26
36.25,0.00,1.35,109.18,300.01,0.0,0.0,71.43,12.77,-76.50,-60.75
36.29,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,12.67,17.17
36.33,0.00,0.12,109.18,300.01,0.0,0.0,71.11,13.11,-81.52,-62.05
36.37,0.00,1.35,109.18,300.01,0.0,0.0,69.02,10.93,-38.82,-16.60
36.41,0.00,1.35,109.18,300.01,0.0,0.0,65.95,9.59,-57.66,-50.36
36.45,89.49,1.23,12.33,300.01,0.0,0.0,71.43,12.77,-77.75,-60.75
36.49,0.00,1.35,109.18,300.01,0.0,0.0,62.04,5.83,12.67,17.17
36.53,0.00,0.12,109.18,300.01,0.0,0.0,71.11,12.99,-82.78,-60.75
36.57,0.00,1.35,109.18,300.01,0.0,0.0,69.50,11.25,-46.36,-24.39
36.61,0.00,1.35,109.18,300.01,0.0,0.0,65.06,8.78,-50.12,-46.47
36.65,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.99,-79.01,-60.75
36.69,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,11.42,15.87
36.73,0.00,0.12,109.18,300.01,0.0,0.0,71.27,13.11,-82.78,-62.05
36.77,0.00,1.35,109.18,300.01,0.0,0.0,68.24,10.10,-22.49,-1.01
36.81,0.00,1.35,109.18,300.01,0.0,0.0,67.62,10.83,-68.96,-56.86
36.85,0.00,1.35,109.18,300.01,0.0,0.0,71.43,12.77,-77.75,-60.75
36.89,0.00,1.35,109.18,300.01,0.0,0.0,61.90,5.83,11.42,15.87
36.93,0.00,0.12,109.18,300.01,0.0,0.0,71.27,13.11,-82.78,-63.35
36.97,0.00,1.35,109.18,300.01,0.0,0.0,68.71,10.72,-30.03,-7.51
37.01,-152.00,-77.21,89.56,300.01,0.0,0.0,67.16,10.51,-66.45,-56.86
37.05,0.08,-152.00,-77.15,300.01,0.0,0.0,71.43,12.88,-79.01,-62.05
37.09,0.46,-127.49,2.53,300.01,0.0,0.0,62.04,5.92,11.42,14.57
37.13,0.00,0.12,109.18,300.01,0.0,0.0,71.43,13.22,-82.78,-63.35
37.17,0.00,1.35,109.18,300.01,0.0,0.0,69.34,11.14,-38.82,-17.90
37.21,0.00,1.35,109.18,300.01,0.0,0.0,66.40,9.89,-61.43,-54.26
37.25,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-79.01,-63.35
37.29,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,11.42,14.57
37.33,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.22,-84.03,-63.35
37.37,0.00,24.64,109.18,300.01,0.0,0.0,67.31,9.28,-14.96,4.18
37.41,0.00,0.12,109.18,300.01,0.0,0.0,68.55,11.46,-75.24,-62.05
37.45,0.00,2.57,109.18,300.01,0.0,0.0,71.43,12.88,-77.75,-62.05
37.49,0.00,1.35,109.18,300.01,0.0,0.0,62.04,5.92,10.16,13.27
37.53,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.22,-84.03,-64.65
37.57,0.00,0.12,109.18,300.01,0.0,0.0,68.24,10.10,-23.75,-2.31
37.61,0.00,1.35,109.18,300.01,0.0,0.0,68.08,11.04,-71.47,-59.45
37.65,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.99,-79.01,-63.35
37.69,0.00,1.35,109.18,300.01,0.0,0.0,62.18,5.92,10.16,14.57
37.73,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.22,-84.03,-64.65
37.77,0.00,0.12,109.18,300.01,0.0,0.0,69.02,10.83,-31.28,-8.81
37.81,0.00,1.35,109.18,300.01,0.0,0.0,67.16,10.41,-65.19,-56.86
37.85,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-79.01,-63.35
37.89,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,10.16,14.57
37.93,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.33,-84.03,-64.65
37.97,0.12,-46.46,109.18,300.01,0.0,0.0,66.40,8.68,-8.68,8.08
38.01,0.00,0.12,109.18,300.01,0.0,0.0,69.18,11.89,-79.01,-65.95
38.05,0.12,-36.66,109.18,300.01,0.0,0.0,71.60,12.88,-77.75,-63.35
38.09,79.07,0.12,-140.89,300.01,0.0,0.0,62.04,6.01,7.65,9.38
38.13,93.78,0.12,-112.70,300.01,0.0,0.0,71.76,13.22,-84.03,-64.65
38.17,79.07,0.12,114.08,300.01,0.0,0.0,67.47,9.38,-16.21,2.88
38.21,89.49,1.23,12.33,300.01,0.0,0.0,68.71,11.46,-76.50,-62.05
38.25,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.99,-79.01,-63.35
38.29,0.00,1.35,109.18,300.01,0.0,0.0,62.04,6.01,8.90,13.27
38.33,12.26,2.45,0.08,300.01,0.0,0.0,71.60,13.22,-85.29,-64.65
38.37,0.46,-127.49,2.53,300.01,0.0,0.0,68.71,10.30,-25.01,-4.91
38.41,0.00,1.35,109.18,300.01,0.0,0.0,68.08,11.04,-71.47,-59.45
38.45,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-79.01,-63.35
38.49,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,10.16,14.57
38.53,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.22,-84.03,-64.65
38.57,0.00,14.83,109.18,300.01,0.0,0.0,69.18,10.83,-33.80,-11.40
38.61,0.46,-127.49,2.53,300.01,0.0,0.0,69.65,12.22,-81.52,-68.55
38.65,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-77.75,-62.05
38.69,0.00,0.12,109.18,300.01,0.0,0.0,62.04,5.92,3.88,4.18
38.73,0.00,0.12,109.18,300.01,0.0,0.0,71.76,13.22,-84.03,-64.65
38.77,0.00,0.12,109.18,300.01,0.0,0.0,66.71,8.88,-11.19,5.48
38.81,0.61,0.00,80.98,300.01,0.0,0.0,69.02,11.68,-77.75,-63.35
38.85,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-79.01,-62.05
38.89,0.00,14.83,109.18,300.01,0.0,0.0,62.04,5.92,8.90,11.97
38.93,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.22,-84.03,-64.65
38.97,0.12,-46.46,109.18,300.01,0.0,0.0,67.93,9.79,-19.98,0.29
39.01,0.46,-127.49,2.53,300.01,0.0,0.0,68.39,11.35,-73.99,-62.05
39.05,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.99,-79.01,-63.35
39.09,0.00,14.83,109.18,300.01,0.0,0.0,62.04,5.92,10.16,14.57
39.13,0.02,108.79,0.08,300.01,0.0,0.0,71.60,13.22,-84.03,-64.65
39.17,0.00,0.12,109.18,300.01,0.0,0.0,68.86,10.72,-28.77,-7.51
39.21,0.00,1.35,109.18,300.01,0.0,0.0,67.47,10.72,-67.71,-58.16
39.25,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-77.75,-62.05
39.29,0.00,1.35,109.18,300.01,0.0,0.0,62.04,6.01,2.62,2.88
39.33,0.00,0.12,109.18,300.01,0.0,0.0,71.76,13.22,-82.78,-64.65
39.37,0.00,1.35,109.18,300.01,0.0,0.0,66.40,8.68,-8.68,8.08
39.41,0.00,0.12,109.18,300.01,0.0,0.0,69.18,11.89,-79.01,-65.95
39.45,0.00,0.12,109.18,300.01,0.0,0.0,71.60,12.99,-79.01,-63.35
39.49,0.12,-35.43,109.18,300.01,0.0,0.0,62.04,5.92,7.65,9.38
39.53,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.22,-84.03,-65.95
39.57,0.00,14.83,109.18,300.01,0.0,0.0,67.47,9.49,-16.21,1.58
39.61,0.00,0.12,109.18,300.01,0.0,0.0,68.71,11.46,-75.24,-63.35
39.65,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-80.26,-63.35
39.69,0.00,1.35,109.18,300.01,0.0,0.0,62.18,5.92,10.16,13.27
39.73,0.00,0.12,109.18,300.01,0.0,0.0,71.76,13.33,-85.29,-64.65
39.77,0.00,1.35,109.18,300.01,0.0,0.0,68.55,10.30,-25.01,-3.61
39.81,0.00,1.35,109.18,300.01,0.0,0.0,68.08,11.14,-72.73,-60.75
39.85,0.00,1.35,109.18,300.01,0.0,0.0,71.76,13.11,-80.26,-64.65
39.89,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,-1.14,-3.61
39.93,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.33,-84.03,-65.95
39.97,0.00,1.35,109.18,300.01,0.0,0.0,65.80,8.29,-4.91,9.38
40.01,0.00,0.12,109.18,300.01,0.0,0.0,69.81,12.22,-82.78,-68.55
40.05,87.03,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-80.26,-64.65
40.09,0.00,93.78,0.08,300.01,0.0,0.0,62.18,6.01,3.88,4.18
40.13,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.22,-84.03,-67.25
40.17,0.00,1.35,109.18,300.01,0.0,0.0,66.86,8.98,-12.45,5.48
40.21,0.00,2.57,109.18,300.01,0.0,0.0,69.34,11.89,-80.26,-65.95
40.25,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.11,-80.26,-64.65
40.29,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,7.65,10.68
40.33,20.25,0.62,0.08,300.01,0.0,0.0,71.93,13.33,-86.54,-67.25
40.37,0.56,-127.49,2.53,300.01,0.0,0.0,67.77,9.59,-18.73,0.29
40.41,0.00,0.12,109.18,300.01,0.0,0.0,68.71,11.46,-76.50,-63.35
40.45,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.11,-81.52,-65.95
40.49,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.01,8.90,11.97
40.53,0.46,-127.49,2.53,300.01,0.0,0.0,71.93,13.33,-85.29,-65.95
40.57,0.00,1.35,109.18,300.01,0.0,0.0,65.21,7.90,-1.14,11.97
40.61,79.07,0.12,-134.76,300.01,0.0,0.0,70.30,12.66,-86.54,-69.84
40.65,0.00,0.12,109.18,300.01,0.0,0.0,71.76,12.99,-80.26,-63.35
40.69,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,0.11,-1.01
40.73,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.44,-85.29,-67.25
40.77,0.00,1.35,109.18,300.01,0.0,0.0,66.25,8.49,-7.42,8.08
40.81,0.00,0.12,109.18,300.01,0.0,0.0,69.65,12.22,-82.78,-68.55
40.85,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-80.26,-64.65
40.89,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.01,2.62,4.18
40.93,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.33,-85.29,-67.25
40.97,0.00,1.35,109.18,300.01,0.0,0.0,67.01,8.98,-13.70,4.18
41.01,0.00,0.12,109.18,300.01,0.0,0.0,69.34,11.89,-80.26,-65.95
41.05,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.11,-81.52,-65.95
41.09,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.10,7.65,10.68
41.13,0.01,88.26,130.01,300.01,0.0,0.0,71.76,13.33,-85.29,-65.95
41.17,0.00,1.30,-151.93,300.01,0.0,0.0,64.62,7.42,3.88,15.87
41.21,0.00,0.12,109.18,300.01,0.0,0.0,70.62,12.88,-86.54,-67.25
41.25,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-76.50,-58.16
41.29,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.10,-8.68,-11.40
41.33,0.12,-29.30,109.18,300.01,0.0,0.0,72.26,13.33,-85.29,-65.95
41.37,0.00,14.83,109.18,300.01,0.0,0.0,65.36,7.90,-1.14,11.97
41.41,0.00,0.12,109.18,300.01,0.0,0.0,70.46,12.66,-85.29,-68.55
41.45,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.99,-80.26,-63.35
41.49,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,-1.14,-2.31
41.53,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.33,-85.29,-65.95
41.57,0.00,1.35,109.18,300.01,0.0,0.0,66.10,8.49,-7.42,8.08
41.61,0.00,0.12,109.18,300.01,0.0,0.0,69.65,12.22,-82.78,-68.55
41.65,0.00,1.35,109.18,300.01,0.0,0.0,71.76,13.11,-80.26,-63.35
41.69,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.01,3.88,4.18
41.73,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.33,-84.03,-65.95
41.77,0.00,2.57,109.18,300.01,0.0,0.0,66.86,8.98,-12.45,4.18
41.81,118.29,0.12,-132.31,300.01,0.0,0.0,71.11,13.22,-86.54,-67.25
41.85,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-73.99,-54.26
41.89,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.38,-16.21,-20.49
41.93,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.44,-84.03,-67.25
41.97,0.00,0.12,109.18,300.01,0.0,0.0,64.62,7.32,5.14,15.87
42.01,0.00,0.12,109.18,300.01,0.0,0.0,70.62,12.88,-86.54,-67.25
42.05,0.00,0.12,109.18,300.01,0.0,0.0,71.60,12.99,-76.50,-58.16
42.09,93.78,0.12,-132.31,300.01,0.0,0.0,62.04,6.01,-7.42,-11.40
42.13,0.46,-127.49,2.53,300.01,0.0,0.0,72.09,13.33,-84.03,-67.25
42.17,0.00,1.35,109.18,300.01,0.0,0.0,65.36,7.90,-1.14,11.97
42.21,79.07,0.12,-144.57,300.01,0.0,0.0,70.30,12.55,-85.29,-68.55
42.25,0.00,2.57,109.18,300.01,0.0,0.0,71.76,12.99,-79.01,-63.35
42.29,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.01,0.11,-1.01
42.33,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.33,-84.03,-67.25
42.37,0.00,1.35,109.18,300.01,0.0,0.0,66.25,8.49,-7.42,8.08
42.41,0.00,0.12,109.18,300.01,0.0,0.0,69.65,12.22,-82.78,-68.55
42.45,0.00,1.35,109.18,300.01,0.0,0.0,71.76,12.88,-68.96,-49.06
42.49,0.00,1.35,109.18,300.01,0.0,0.0,62.75,6.76,-22.49,-26.99
42.53,0.00,1.35,109.18,300.01,0.0,0.0,72.26,13.33,-84.03,-67.25
42.57,0.00,1.35,109.18,300.01,0.0,0.0,64.18,7.04,6.39,14.57
42.61,20.25,1.74,0.08,300.01,0.0,0.0,71.11,13.11,-86.54,-67.25
42.65,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-73.99,-55.56
42.69,0.00,1.35,109.18,300.01,0.0,0.0,62.04,6.20,-12.45,-16.60
42.73,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.33,-84.03,-65.95
42.77,0.00,1.35,109.18,300.01,0.0,0.0,64.77,7.52,3.88,15.87
42.81,1.07,0.00,80.98,300.01,0.0,0.0,70.46,12.77,-85.29,-67.25
42.85,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-76.50,-59.45
42.89,0.00,0.12,109.18,300.01,0.0,0.0,61.90,6.01,-4.91,-7.51
42.93,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.33,-84.03,-65.95
42.97,0.00,0.12,109.18,300.01,0.0,0.0,65.21,7.90,0.11,13.27
43.01,89.49,1.23,16.01,300.01,0.0,0.0,69.97,12.44,-85.29,-67.25
43.05,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.88,-77.75,-63.35
43.09,0.00,0.12,109.18,300.01,0.0,0.0,63.18,7.04,-30.03,-33.48
43.13,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.22,-82.78,-64.65
43.17,0.00,1.35,109.18,300.01,0.0,0.0,63.61,6.66,10.16,17.17
43.21,0.00,0.12,109.18,300.01,0.0,0.0,71.27,13.22,-85.29,-64.65
43.25,0.00,1.35,109.18,300.01,0.0,0.0,71.43,12.77,-68.96,-49.06
43.29,0.00,1.35,109.18,300.01,0.0,0.0,62.32,6.47,-17.47,-21.79
43.33,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.22,-82.78,-64.65
43.37,0.00,1.35,109.18,300.01,0.0,0.0,64.04,7.04,8.90,17.17
43.41,89.50,88.26,12.33,300.01,0.0,0.0,70.62,12.88,-85.29,-65.95
43.45,133.00,0.12,109.18,300.01,0.0,0.0,71.43,12.77,-72.73,-52.96
43.49,0.00,1.35,109.18,300.01,0.0,0.0,61.76,5.92,-7.42,-11.40
43.53,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.22,-82.78,-64.65
